"tg","N","prob","w1","w2","w3"
"love to talk",8,3.42384407814068e-06,"love","to","talk"
"love to the",8,3.42384407814068e-06,"love","to","the"
"love what you",6,2.56788305860551e-06,"love","what","you"
"love when the",5,2.13990254883793e-06,"love","when","the"
"love with her",5,2.13990254883793e-06,"love","with","her"
"love with my",5,2.13990254883793e-06,"love","with","my"
"love with the",10,4.27980509767585e-06,"love","with","the"
"love with this",6,2.56788305860551e-06,"love","with","this"
"love with you",12,5.13576611721102e-06,"love","with","you"
"love you all",8,3.42384407814068e-06,"love","you","all"
"love you and",21,8.98759070511929e-06,"love","you","and"
"love you both",5,2.13990254883793e-06,"love","you","both"
"love you but",7,2.9958635683731e-06,"love","you","but"
"love you forever",6,2.56788305860551e-06,"love","you","forever"
"love you guys",13,5.56374662697861e-06,"love","you","guys"
"love you i",9,3.85182458790827e-06,"love","you","i"
"love you more",10,4.27980509767585e-06,"love","you","more"
"love you please",6,2.56788305860551e-06,"love","you","please"
"love you so",27,1.15554737637248e-05,"love","you","so"
"love you the",8,3.42384407814068e-06,"love","you","the"
"love you to",5,2.13990254883793e-06,"love","you","to"
"love you too",29,1.241143478326e-05,"love","you","too"
"love you you",5,2.13990254883793e-06,"love","you","you"
"loved to see",5,2.13990254883793e-06,"loved","to","see"
"low income families",5,2.13990254883793e-06,"low","income","families"
"low levels of",5,2.13990254883793e-06,"low","levels","of"
"luck to all",6,2.56788305860551e-06,"luck","to","all"
"luck to you",5,2.13990254883793e-06,"luck","to","you"
"luck with that",6,2.56788305860551e-06,"luck","with","that"
"luck with the",9,3.85182458790827e-06,"luck","with","the"
"luck would have",5,2.13990254883793e-06,"luck","would","have"
"lucky enough to",11,4.70778560744344e-06,"lucky","enough","to"
"lucky to be",7,2.9958635683731e-06,"lucky","to","be"
"lucky to have",8,3.42384407814068e-06,"lucky","to","have"
"lunch and dinner",6,2.56788305860551e-06,"lunch","and","dinner"
"luther king jr",15,6.41970764651378e-06,"luther","king","jr"
"lying on the",9,3.85182458790827e-06,"lying","on","the"
"m april at",5,2.13990254883793e-06,"m","april","at"
"m at the",12,5.13576611721102e-06,"m","at","the"
"m friday and",6,2.56788305860551e-06,"m","friday","and"
"m in the",6,2.56788305860551e-06,"m","in","the"
"m to m",7,2.9958635683731e-06,"m","to","m"
"mad at me",7,2.9958635683731e-06,"mad","at","me"
"made a decision",5,2.13990254883793e-06,"made","a","decision"
"made a few",7,2.9958635683731e-06,"made","a","few"
"made a mistake",7,2.9958635683731e-06,"made","a","mistake"
"made a nice",5,2.13990254883793e-06,"made","a","nice"
"made by a",5,2.13990254883793e-06,"made","by","a"
"made by the",8,3.42384407814068e-06,"made","by","the"
"made for a",5,2.13990254883793e-06,"made","for","a"
"made for the",6,2.56788305860551e-06,"made","for","the"
"made fun of",5,2.13990254883793e-06,"made","fun","of"
"made his first",5,2.13990254883793e-06,"made","his","first"
"made in the",15,6.41970764651378e-06,"made","in","the"
"made it a",6,2.56788305860551e-06,"made","it","a"
"made it back",6,2.56788305860551e-06,"made","it","back"
"made it clear",12,5.13576611721102e-06,"made","it","clear"
"made it into",6,2.56788305860551e-06,"made","it","into"
"made it out",9,3.85182458790827e-06,"made","it","out"
"made it to",25,1.06995127441896e-05,"made","it","to"
"made me a",7,2.9958635683731e-06,"made","me","a"
"made me feel",11,4.70778560744344e-06,"made","me","feel"
"made me laugh",12,5.13576611721102e-06,"made","me","laugh"
"made me realize",5,2.13990254883793e-06,"made","me","realize"
"made me smile",5,2.13990254883793e-06,"made","me","smile"
"made me think",15,6.41970764651378e-06,"made","me","think"
"made me want",8,3.42384407814068e-06,"made","me","want"
"made my day",17,7.27566866604895e-06,"made","my","day"
"made our way",7,2.9958635683731e-06,"made","our","way"
"made out of",6,2.56788305860551e-06,"made","out","of"
"made plans to",5,2.13990254883793e-06,"made","plans","to"
"made the best",5,2.13990254883793e-06,"made","the","best"
"made the decision",5,2.13990254883793e-06,"made","the","decision"
"made the mistake",5,2.13990254883793e-06,"made","the","mistake"
"made the right",7,2.9958635683731e-06,"made","the","right"
"made this card",6,2.56788305860551e-06,"made","this","card"
"made to be",5,2.13990254883793e-06,"made","to","be"
"made up for",6,2.56788305860551e-06,"made","up","for"
"made up of",14,5.99172713674619e-06,"made","up","of"
"made with a",7,2.9958635683731e-06,"made","with","a"
"made with the",8,3.42384407814068e-06,"made","with","the"
"madison square garden",7,2.9958635683731e-06,"madison","square","garden"
"major league baseball",7,2.9958635683731e-06,"major","league","baseball"
"majority of people",5,2.13990254883793e-06,"majority","of","people"
"majority of the",14,5.99172713674619e-06,"majority","of","the"
"make a big",9,3.85182458790827e-06,"make","a","big"
"make a decision",15,6.41970764651378e-06,"make","a","decision"
"make a difference",21,8.98759070511929e-06,"make","a","difference"
"make a few",5,2.13990254883793e-06,"make","a","few"
"make a good",7,2.9958635683731e-06,"make","a","good"
"make a huge",7,2.9958635683731e-06,"make","a","huge"
"make a living",7,2.9958635683731e-06,"make","a","living"
"make a lot",7,2.9958635683731e-06,"make","a","lot"
"make a new",6,2.56788305860551e-06,"make","a","new"
"make a wish",5,2.13990254883793e-06,"make","a","wish"
"make all the",7,2.9958635683731e-06,"make","all","the"
"make an appearance",5,2.13990254883793e-06,"make","an","appearance"
"make for a",14,5.99172713674619e-06,"make","for","a"
"make fun of",9,3.85182458790827e-06,"make","fun","of"
"make it a",25,1.06995127441896e-05,"make","it","a"
"make it again",5,2.13990254883793e-06,"make","it","again"
"make it and",6,2.56788305860551e-06,"make","it","and"
"make it as",5,2.13990254883793e-06,"make","it","as"
"make it clear",5,2.13990254883793e-06,"make","it","clear"
"make it easier",16,6.84768815628136e-06,"make","it","easier"
"make it easy",5,2.13990254883793e-06,"make","it","easy"
"make it happen",18,7.70364917581653e-06,"make","it","happen"
"make it home",5,2.13990254883793e-06,"make","it","home"
"make it in",10,4.27980509767585e-06,"make","it","in"
"make it look",9,3.85182458790827e-06,"make","it","look"
"make it out",9,3.85182458790827e-06,"make","it","out"
"make it through",8,3.42384407814068e-06,"make","it","through"
"make it to",25,1.06995127441896e-05,"make","it","to"
"make it work",10,4.27980509767585e-06,"make","it","work"
"make me a",9,3.85182458790827e-06,"make","me","a"
"make me feel",18,7.70364917581653e-06,"make","me","feel"
"make me go",5,2.13990254883793e-06,"make","me","go"
"make me happy",9,3.85182458790827e-06,"make","me","happy"
"make me laugh",9,3.85182458790827e-06,"make","me","laugh"
"make me look",6,2.56788305860551e-06,"make","me","look"
"make me smile",5,2.13990254883793e-06,"make","me","smile"
"make me think",7,2.9958635683731e-06,"make","me","think"
"make more money",5,2.13990254883793e-06,"make","more","money"
"make my life",7,2.9958635683731e-06,"make","my","life"
"make my own",8,3.42384407814068e-06,"make","my","own"
"make no mistake",7,2.9958635683731e-06,"make","no","mistake"
"make room for",9,3.85182458790827e-06,"make","room","for"
"make sense for",5,2.13990254883793e-06,"make","sense","for"
"make sense to",7,2.9958635683731e-06,"make","sense","to"
"make sure all",5,2.13990254883793e-06,"make","sure","all"
"make sure he",7,2.9958635683731e-06,"make","sure","he"
"make sure i",11,4.70778560744344e-06,"make","sure","i"
"make sure it",5,2.13990254883793e-06,"make","sure","it"
"make sure its",5,2.13990254883793e-06,"make","sure","its"
"make sure that",29,1.241143478326e-05,"make","sure","that"
"make sure the",27,1.15554737637248e-05,"make","sure","the"
"make sure they",10,4.27980509767585e-06,"make","sure","they"
"make sure to",40,1.71192203907034e-05,"make","sure","to"
"make sure you",43,1.84031619200062e-05,"make","sure","you"
"make sure your",10,4.27980509767585e-06,"make","sure","your"
"make that happen",7,2.9958635683731e-06,"make","that","happen"
"make the best",10,4.27980509767585e-06,"make","the","best"
"make the decision",5,2.13990254883793e-06,"make","the","decision"
"make the most",11,4.70778560744344e-06,"make","the","most"
"make the playoffs",6,2.56788305860551e-06,"make","the","playoffs"
"make the world",5,2.13990254883793e-06,"make","the","world"
"make up for",17,7.27566866604895e-06,"make","up","for"
"make up the",14,5.99172713674619e-06,"make","up","the"
"make way for",11,4.70778560744344e-06,"make","way","for"
"make you a",8,3.42384407814068e-06,"make","you","a"
"make you feel",13,5.56374662697861e-06,"make","you","feel"
"make you happy",7,2.9958635683731e-06,"make","you","happy"
"make your own",7,2.9958635683731e-06,"make","your","own"
"makes a difference",6,2.56788305860551e-06,"makes","a","difference"
"makes for a",9,3.85182458790827e-06,"makes","for","a"
"makes it a",6,2.56788305860551e-06,"makes","it","a"
"makes it clear",6,2.56788305860551e-06,"makes","it","clear"
"makes it look",5,2.13990254883793e-06,"makes","it","look"
"makes me feel",29,1.241143478326e-05,"makes","me","feel"
"makes me happy",8,3.42384407814068e-06,"makes","me","happy"
"makes me laugh",6,2.56788305860551e-06,"makes","me","laugh"
"makes me sad",6,2.56788305860551e-06,"makes","me","sad"
"makes me smile",6,2.56788305860551e-06,"makes","me","smile"
"makes me so",7,2.9958635683731e-06,"makes","me","so"
"makes me think",13,5.56374662697861e-06,"makes","me","think"
"makes me wanna",7,2.9958635683731e-06,"makes","me","wanna"
"makes me want",17,7.27566866604895e-06,"makes","me","want"
"makes me wonder",11,4.70778560744344e-06,"makes","me","wonder"
"makes my day",6,2.56788305860551e-06,"makes","my","day"
"makes perfect sense",5,2.13990254883793e-06,"makes","perfect","sense"
"makes sense to",5,2.13990254883793e-06,"makes","sense","to"
"makes up for",6,2.56788305860551e-06,"makes","up","for"
"makes you feel",8,3.42384407814068e-06,"makes","you","feel"
"makes you think",5,2.13990254883793e-06,"makes","you","think"
"makes you want",5,2.13990254883793e-06,"makes","you","want"
"makes you wonder",5,2.13990254883793e-06,"makes","you","wonder"
"making fun of",7,2.9958635683731e-06,"making","fun","of"
"making it a",7,2.9958635683731e-06,"making","it","a"
"making it to",5,2.13990254883793e-06,"making","it","to"
"making me feel",9,3.85182458790827e-06,"making","me","feel"
"making sure that",7,2.9958635683731e-06,"making","sure","that"
"making sure we",5,2.13990254883793e-06,"making","sure","we"
"man accused of",5,2.13990254883793e-06,"man","accused","of"
"man and a",6,2.56788305860551e-06,"man","and","a"
"man and one",5,2.13990254883793e-06,"man","and","one"
"man and woman",7,2.9958635683731e-06,"man","and","woman"
"man by the",5,2.13990254883793e-06,"man","by","the"
"man i am",5,2.13990254883793e-06,"man","i","am"
"man in the",13,5.56374662697861e-06,"man","in","the"
"man is the",6,2.56788305860551e-06,"man","is","the"
"man of the",5,2.13990254883793e-06,"man","of","the"
"man on the",8,3.42384407814068e-06,"man","on","the"
"man to be",6,2.56788305860551e-06,"man","to","be"
"man was found",5,2.13990254883793e-06,"man","was","found"
"man who had",6,2.56788305860551e-06,"man","who","had"
"man who has",5,2.13990254883793e-06,"man","who","has"
"man who is",6,2.56788305860551e-06,"man","who","is"
"man who was",10,4.27980509767585e-06,"man","who","was"
"man with the",7,2.9958635683731e-06,"man","with","the"
"managed to get",12,5.13576611721102e-06,"managed","to","get"
"manager for the",5,2.13990254883793e-06,"manager","for","the"
"manager of the",6,2.56788305860551e-06,"manager","of","the"
"manner in which",5,2.13990254883793e-06,"manner","in","which"
"many in the",5,2.13990254883793e-06,"many","in","the"
"many more of",5,2.13990254883793e-06,"many","more","of"
"many of his",10,4.27980509767585e-06,"many","of","his"
"many of its",7,2.9958635683731e-06,"many","of","its"
"many of my",19,8.13162968558412e-06,"many","of","my"
"many of our",9,3.85182458790827e-06,"many","of","our"
"many of the",86,3.68063238400123e-05,"many","of","the"
"many of their",6,2.56788305860551e-06,"many","of","their"
"many of them",26,1.11274932539572e-05,"many","of","them"
"many of these",12,5.13576611721102e-06,"many","of","these"
"many of those",14,5.99172713674619e-06,"many","of","those"
"many of us",25,1.06995127441896e-05,"many","of","us"
"many of which",6,2.56788305860551e-06,"many","of","which"
"many of whom",8,3.42384407814068e-06,"many","of","whom"
"many of you",16,6.84768815628136e-06,"many","of","you"
"many people are",7,2.9958635683731e-06,"many","people","are"
"many people have",7,2.9958635683731e-06,"many","people","have"
"many people i",5,2.13990254883793e-06,"many","people","i"
"many people in",6,2.56788305860551e-06,"many","people","in"
"many people who",7,2.9958635683731e-06,"many","people","who"
"many thanks for",5,2.13990254883793e-06,"many","thanks","for"
"many thanks to",11,4.70778560744344e-06,"many","thanks","to"
"many things that",5,2.13990254883793e-06,"many","things","that"
"many things to",6,2.56788305860551e-06,"many","things","to"
"many times and",7,2.9958635683731e-06,"many","times","and"
"many times i",6,2.56788305860551e-06,"many","times","i"
"many times in",6,2.56788305860551e-06,"many","times","in"
"march at the",5,2.13990254883793e-06,"march","at","the"
"margin of error",5,2.13990254883793e-06,"margin","of","error"
"mark your calendars",6,2.56788305860551e-06,"mark","your","calendars"
"martin luther king",17,7.27566866604895e-06,"martin","luther","king"
"master of the",5,2.13990254883793e-06,"master","of","the"
"masters degree in",6,2.56788305860551e-06,"masters","degree","in"
"matt hunter matt",8,3.42384407814068e-06,"matt","hunter","matt"
"matter how good",6,2.56788305860551e-06,"matter","how","good"
"matter how many",6,2.56788305860551e-06,"matter","how","many"
"matter how much",8,3.42384407814068e-06,"matter","how","much"
"matter if you",7,2.9958635683731e-06,"matter","if","you"
"matter of fact",10,4.27980509767585e-06,"matter","of","fact"
"matter of time",8,3.42384407814068e-06,"matter","of","time"
"matter what i",9,3.85182458790827e-06,"matter","what","i"
"matter what the",6,2.56788305860551e-06,"matter","what","the"
"matter what your",5,2.13990254883793e-06,"matter","what","your"
"may also be",9,3.85182458790827e-06,"may","also","be"
"may at am",6,2.56788305860551e-06,"may","at","am"
"may at the",9,3.85182458790827e-06,"may","at","the"
"may be a",20,8.5596101953517e-06,"may","be","a"
"may be able",8,3.42384407814068e-06,"may","be","able"
"may be more",6,2.56788305860551e-06,"may","be","more"
"may be some",5,2.13990254883793e-06,"may","be","some"
"may be that",5,2.13990254883793e-06,"may","be","that"
"may be the",23,9.84355172465446e-06,"may","be","the"
"may be too",6,2.56788305860551e-06,"may","be","too"
"may end up",5,2.13990254883793e-06,"may","end","up"
"may have been",43,1.84031619200062e-05,"may","have","been"
"may have the",5,2.13990254883793e-06,"may","have","the"
"may have to",15,6.41970764651378e-06,"may","have","to"
"may need to",8,3.42384407814068e-06,"may","need","to"
"may not be",57,2.43948890567524e-05,"may","not","be"
